# THIS FILE SHOULD NEVER BE EDITED !!!!!!!!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,name,symbol,nuclear_spin,abundance,nucleon,proton,neutron,group,period,block,serie,state,family,ionization_energy,configuration,url,equal,b_coherent,b_incoherent,b_incoherent2,xs_coherent,xs_incoherent,xs_scattering,xs_absorption,atomic_number,atomic_weight,vdw_radius,covalent_radius,atomic_radius,electronegativity,electroaffinity,charge,color,xray_asf_a1,xray_asf_a2,xray_asf_a3,xray_asf_a4,xray_asf_c,xray_asf_b1,xray_asf_b2,xray_asf_b3,xray_asf_b4
type,str,str,int,float,int,int,int,int,int,str,int,str,str,float,str,str,float,float,float,float,float,float,float,float,int,float,float,float,float,float,float,int,str,float,float,float,float,float,float,float,float,float
Hf177,hafnium,Hf,0,18.6,177,72,105,4,6,d,8,solid,transition metal,1650.30918,[Xe] 4f14 5d4,http://en.wikipedia.org/wiki/Hafnium,1,0.000008,0.000009,8.1E-011,1.00E-011,1.00E-011,2.00E-011,3.73E-008,72,176.94322,0.2,0.175,0.216,1.3,####,0,1;1;1,29.144,15.1726,14.7586,4.30013,8.58154,0.0183262,0.095999,0.00275116,0.72029
Hf178,hafnium,Hf,0,27.1,178,72,106,4,6,d,8,solid,transition metal,1650.30918,[Xe] 4f14 5d4,http://en.wikipedia.org/wiki/Hafnium,1,0.000059,0,0,4.40E-010,0,4.40E-010,8.40E-009,72,177.9436977,0.2,0.175,0.216,1.3,####,0,1;1;1,29.144,15.1726,14.7586,4.30013,8.58154,0.0183262,0.095999,0.00275116,0.72029
Hf179,hafnium,Hf,4.5,13.7,179,72,107,4,6,d,8,solid,transition metal,1650.30918,[Xe] 4f14 5d4,http://en.wikipedia.org/wiki/Hafnium,1,0.0000746,0.0000106,1.1236E-010,7.00E-010,1.40E-011,7.10E-010,4.10E-009,72,178.9458151,0.2,0.175,0.216,1.3,####,0,1;1;1,29.144,15.1726,14.7586,4.30013,8.58154,0.0183262,0.095999,0.00275116,0.72029
Hf180,hafnium,Hf,0,35.2,180,72,108,4,6,d,8,solid,transition metal,1650.30918,[Xe] 4f14 5d4,http://en.wikipedia.org/wiki/Hafnium,1,0.000132,0,0,2.19E-009,0,2.19E-009,1.30E-009,72,179.9465488,0.2,0.175,0.216,1.3,####,0,1;1;1,29.144,15.1726,14.7586,4.30013,8.58154,0.0183262,0.095999,0.00275116,0.72029
Ta,tantalum,Ta,####,100,####,73,####,5,6,d,8,solid,transition metal,1825.49328,[Xe] 4f14 5d5,http://en.wikipedia.org/wiki/Tantalum,1,0.0000691,2.82E-006,7.9524E-012,6.00E-010,1.00E-012,6.01E-010,2.06E-009,73,180.9479,0.2,0.17,0.209,1.5,77.8596,0,1;1;1,29.2024,15.2293,14.5135,4.76492,9.24354,0.0177333,0.0937046,0.00295977,0.633644
Ta180,tantalum,Ta,9,0.012,180,73,107,5,6,d,8,solid,transition metal,1825.49328,[Xe] 4f14 5d5,http://en.wikipedia.org/wiki/Tantalum,1,0.00007,1.99E-005,3.9601E-010,6.20E-010,5.00E-011,7.00E-010,5.63E-008,73,179.947466,0.2,0.17,0.209,1.5,77.8596,0,1;1;1,29.2024,15.2293,14.5135,4.76492,9.24354,0.0177333,0.0937046,0.00295977,0.633644
Ta181,tantalum,Ta,3.5,99.988,181,73,108,5,6,d,8,solid,transition metal,1825.49328,[Xe] 4f14 5d5,http://en.wikipedia.org/wiki/Tantalum,1,0.0000691,-0.0000029,8.41E-012,6.00E-010,1.10E-012,6.01E-010,2.05E-009,73,180.947996,0.2,0.17,0.209,1.5,77.8596,0,1;1;1,29.2024,15.2293,14.5135,4.76492,9.24354,0.0177333,0.0937046,0.00295977,0.633644
W,tungsten,W,####,100,####,74,####,6,6,d,8,solid,transition metal,1901.5152,[Xe] 4f14 5d6,http://en.wikipedia.org/wiki/Tungsten,1,0.0000486,3.60E-005,1.296E-009,2.97E-010,1.63E-010,4.60E-010,1.83E-009,74,183.84,0.2,0.162,0.202,2.36,197.067,0,1;1;1,29.0818,15.43,14.4327,5.11982,9.8875,0.0172029,0.092259,0.00321703,0.57056
W180,tungsten,W,0,0.1,180,74,106,6,6,d,8,solid,transition metal,1901.5152,[Xe] 4f14 5d6,http://en.wikipedia.org/wiki/Tungsten,1,0.00005,0,0,3.00E-010,0,3.00E-010,0.000000003,74,179.946706,0.2,0.162,0.202,2.36,197.067,0,1;1;1,29.0818,15.43,14.4327,5.11982,9.8875,0.0172029,0.092259,0.00321703,0.57056
W182,tungsten,W,0.5,26.3,182,74,108,6,6,d,8,solid,transition metal,1901.5152,[Xe] 4f14 5d6,http://en.wikipedia.org/wiki/Tungsten,1,0.0000697,0,0,6.10E-010,0,6.10E-010,2.07E-009,74,181.948206,0.2,0.162,0.202,2.36,197.067,0,1;1;1,29.0818,15.43,14.4327,5.11982,9.8875,0.0172029,0.092259,0.00321703,0.57056
W183,tungsten,W,0.5,14.3,183,74,109,6,6,d,8,solid,transition metal,1901.5152,[Xe] 4f14 5d6,http://en.wikipedia.org/wiki/Tungsten,1,0.0000653,1.55E-005,2.4025E-010,5.36E-010,3.00E-011,5.70E-010,1.01E-009,74,182.9502245,0.2,0.162,0.202,2.36,197.067,0,1;1;1,29.0818,15.43,14.4327,5.11982,9.8875,0.0172029,0.092259,0.00321703,0.57056
W184,tungsten,W,0,30.7,184,74,110,6,6,d,8,solid,transition metal,1901.5152,[Xe] 4f14 5d6,http://en.wikipedia.org/wiki/Tungsten,1,0.0000748,0,0,7.03E-010,0,7.03E-010,1.70E-010,74,183.9509326,0.2,0.162,0.202,2.36,197.067,0,1;1;1,29.0818,15.43,14.4327,5.11982,9.8875,0.0172029,0.092259,0.00321703,0.57056
W186,tungsten,W,0,28.6,186,74,112,6,6,d,8,solid,transition metal,1901.5152,[Xe] 4f14 5d6,http://en.wikipedia.org/wiki/Tungsten,1,-0.0000072,0,0,6.50E-012,0,6.50E-012,3.79E-009,74,185.954362,0.2,0.162,0.202,2.36,197.067,0,1;1;1,29.0818,15.43,14.4327,5.11982,9.8875,0.0172029,0.092259,0.00321703,0.57056
Re,rhenium,Re,####,100,####,75,####,7,6,d,8,solid,transition metal,1894.1403,[Kr] 5s2 4d10,http://en.wikipedia.org/wiki/Rhenium,1,0.000092,2.68E-005,7.1824E-010,1.06E-009,9.00E-011,1.15E-009,8.97E-009,75,186.207,0.2,0.151,0.197,1.9,36.27,0,1;1;1,28.7621,15.7189,14.5564,5.44174,10.472,0.0167191,0.0909227,0.003505,0.520861
Re185,rhenium,Re,2.5,37.4,185,75,110,7,6,d,8,solid,transition metal,1894.1403,[Xe] 4f14 5d7,http://en.wikipedia.org/wiki/Rhenium,1,0.00009,0.00002,4E-010,1.02E-009,5.00E-011,1.07E-009,1.12E-008,75,184.9529557,0.2,0.151,0.197,1.9,36.27,0,1;1;1,28.7621,15.7189,14.5564,5.44174,10.472,0.0167191,0.0909227,0.003505,0.520861
Re187,rhenium,Re,2.5,62.6,187,75,112,7,6,d,8,solid,transition metal,1894.1403,[Xe] 4f14 5d7,http://en.wikipedia.org/wiki/Rhenium,1,0.000093,0.000028,7.84E-010,1.09E-009,1.00E-010,1.19E-009,7.64E-009,75,186.9557508,0.2,0.151,0.197,1.9,36.27,0,1;1;1,28.7621,15.7189,14.5564,5.44174,10.472,0.0167191,0.0909227,0.003505,0.520861
Os,osmium,Os,####,100,####,76,####,8,6,d,8,solid,transition metal,2040.35676,[Xe] 4f14 5d8,http://en.wikipedia.org/wiki/Osmium,1,0.000107,1.55E-005,2.4025E-010,1.44E-009,3.00E-011,1.47E-009,1.60E-009,76,190.23,0.2,0.144,0.192,2.2,260.61204,0,1;1;1,28.1894,16.155,14.9305,5.67589,11.0005,0.0162903,0.0897948,0.00382661,0.481647
Os184,osmium,Os,0,0.02,184,76,108,8,6,d,8,solid,transition metal,2040.35676,[Xe] 4f14 5d8,http://en.wikipedia.org/wiki/Osmium,1,0.0001,0,0,1.30E-009,0,1.30E-009,0.0000003,76,183.952491,0.2,0.144,0.192,2.2,260.61204,0,1;1;1,28.1894,16.155,14.9305,5.67589,11.0005,0.0162903,0.0897948,0.00382661,0.481647
Os186,osmium,Os,0,1.58,186,76,110,8,6,d,8,solid,transition metal,2040.35676,[Xe] 4f14 5d8,http://en.wikipedia.org/wiki/Osmium,1,0.000116,0,0,1.70E-009,0,1.70E-009,0.000000008,76,185.953838,0.2,0.144,0.192,2.2,260.61204,0,1;1;1,28.1894,16.155,14.9305,5.67589,11.0005,0.0162903,0.0897948,0.00382661,0.481647
Os187,osmium,Os,0.5,1.6,187,76,111,8,6,d,8,solid,transition metal,2040.35676,[Xe] 4f14 5d8,http://en.wikipedia.org/wiki/Osmium,1,0.0001,1.55E-005,2.4025E-010,1.30E-009,3.00E-011,1.30E-009,0.000000032,76,186.9557479,0.2,0.144,0.192,2.2,260.61204,0,1;1;1,28.1894,16.155,14.9305,5.67589,11.0005,0.0162903,0.0897948,0.00382661,0.481647
Os188,osmium,Os,0,13.3,188,76,112,8,6,d,8,solid,transition metal,2040.35676,[Xe] 4f14 5d8,http://en.wikipedia.org/wiki/Osmium,1,0.000076,0,0,7.30E-010,0,7.30E-010,4.70E-010,76,187.955836,0.2,0.144,0.192,2.2,260.61204,0,1;1;1,28.1894,16.155,14.9305,5.67589,11.0005,0.0162903,0.0897948,0.00382661,0.481647
Os189,osmium,Os,1.5,16.1,189,76,113,8,6,d,8,solid,transition metal,2040.35676,[Xe] 4f14 5d8,http://en.wikipedia.org/wiki/Osmium,1,0.000107,1.99E-005,3.9601E-010,1.44E-009,5.00E-011,1.49E-009,2.50E-009,76,188.9581449,0.2,0.144,0.192,2.2,260.61204,0,1;1;1,28.1894,16.155,14.9305,5.67589,11.0005,0.0162903,0.0897948,0.00382661,0.481647
Os190,osmium,Os,0,26.4,190,76,114,8,6,d,8,solid,transition metal,2040.35676,[Xe] 4f14 5d8,http://en.wikipedia.org/wiki/Osmium,1,0.00011,0,0,1.52E-009,0,1.52E-009,1.31E-009,76,189.958445,0.2,0.144,0.192,2.2,260.61204,0,1;1;1,28.1894,16.155,14.9305,5.67589,11.0005,0.0162903,0.0897948,0.00382661,0.481647
Os192,osmium,Os,0,41,192,76,116,8,6,d,8,solid,transition metal,2040.35676,[Xe] 4f14 5d8,http://en.wikipedia.org/wiki/Osmium,1,0.000115,0,0,1.66E-009,0,1.66E-009,2.00E-010,76,191.961479,0.2,0.144,0.192,2.2,260.61204,0,1;1;1,28.1894,16.155,14.9305,5.67589,11.0005,0.0162903,0.0897948,0.00382661,0.481647
Ir,iridium,Ir,####,100,####,77,####,9,6,d,8,solid,transition metal,2168.2206,[Xe] 4f14 5d9,http://en.wikipedia.org/wiki/Iridium,1,0.000106,0,0,1.41E-009,0,1.40E-009,4.25E-008,77,192.217,0.2,0.141,0.187,2.2,378.262248,0,1;1;1,27.3049,16.7296,15.6115,5.83377,11.4722,0.0159279,0.0886553,0.00417916,0.450011
Ir191,iridium,Ir,1.5,37.3,191,77,114,9,6,d,8,solid,transition metal,2168.2206,[Xe] 4f14 5d9,http://en.wikipedia.org/wiki/Iridium,1,####,####,####,####,####,####,9.54E-008,77,190.960591,0.2,0.141,0.187,2.2,378.262248,0,1;1;1,27.3049,16.7296,15.6115,5.83377,11.4722,0.0159279,0.0886553,0.00417916,0.450011
Ir193,iridium,Ir,1.5,62.7,193,77,116,9,6,d,8,solid,transition metal,2168.2206,[Xe] 4f14 5d9,http://en.wikipedia.org/wiki/Iridium,1,####,####,####,####,####,####,1.11E-008,77,192.962924,0.2,0.141,0.187,2.2,378.262248,0,1;1;1,27.3049,16.7296,15.6115,5.83377,11.4722,0.0159279,0.0886553,0.00417916,0.450011
Pt,platinum,Pt,####,100,####,78,####,10,6,d,8,solid,transition metal,2166.23784,[Xe] 4f14 5d10,http://en.wikipedia.org/wiki/Platinum,1,0.000096,1.02E-005,1.0404E-010,1.16E-009,1.30E-011,1.17E-009,1.03E-009,78,195.078,0.172,0.136,0.183,2.28,513.84918,0,1;1;1,27.0059,17.7639,15.7131,5.7837,11.6883,0.0151293,0.0881174,0.00424593,0.386103
Pt190,platinum,Pt,0,0.01,190,78,112,10,6,d,8,solid,transition metal,2166.23784,[Xe] 4f14 5d10,http://en.wikipedia.org/wiki/Platinum,1,0.00009,0,0,0.000000001,0,0.000000001,1.52E-008,78,189.95993,0.172,0.136,0.183,2.28,513.84918,0,1;1;1,27.0059,17.7639,15.7131,5.7837,11.6883,0.0151293,0.0881174,0.00424593,0.386103
Pt192,platinum,Pt,0,0.79,192,78,114,10,6,d,8,solid,transition metal,2166.23784,[Xe] 4f14 5d10,http://en.wikipedia.org/wiki/Platinum,1,0.000099,0,0,1.23E-009,0,1.23E-009,0.000000001,78,191.961035,0.172,0.136,0.183,2.28,513.84918,0,1;1;1,27.0059,17.7639,15.7131,5.7837,11.6883,0.0151293,0.0881174,0.00424593,0.386103
Pt194,platinum,Pt,0,32.9,194,78,116,10,6,d,8,solid,transition metal,2166.23784,[Xe] 4f14 5d10,http://en.wikipedia.org/wiki/Platinum,1,0.0001055,0,0,1.40E-009,0,1.40E-009,1.44E-010,78,193.962664,0.172,0.136,0.183,2.28,513.84918,0,1;1;1,27.0059,17.7639,15.7131,5.7837,11.6883,0.0151293,0.0881174,0.00424593,0.386103
Pt195,platinum,Pt,0.5,33.8,195,78,117,10,6,d,8,solid,transition metal,2166.23784,[Xe] 4f14 5d10,http://en.wikipedia.org/wiki/Platinum,1,0.0000883,-0.00001,1E-010,9.80E-010,1.30E-011,9.90E-010,2.75E-009,78,194.964774,0.172,0.136,0.183,2.28,513.84918,0,1;1;1,27.0059,17.7639,15.7131,5.7837,11.6883,0.0151293,0.0881174,0.00424593,0.386103
Pt196,platinum,Pt,0,25.3,196,78,118,10,6,d,8,solid,transition metal,2166.23784,[Xe] 4f14 5d10,http://en.wikipedia.org/wiki/Platinum,1,0.0000989,0,0,1.23E-009,0,1.23E-009,7.20E-011,78,195.964935,0.172,0.136,0.183,2.28,513.84918,0,1;1;1,27.0059,17.7639,15.7131,5.7837,11.6883,0.0151293,0.0881174,0.00424593,0.386103
Pt198,platinum,Pt,0,7.2,198,78,120,10,6,d,8,solid,transition metal,2166.23784,[Xe] 4f14 5d10,http://en.wikipedia.org/wiki/Platinum,1,0.000078,0,0,7.60E-010,0,7.60E-010,3.66E-010,78,197.967876,0.172,0.136,0.183,2.28,513.84918,0,1;1;1,27.0059,17.7639,15.7131,5.7837,11.6883,0.0151293,0.0881174,0.00424593,0.386103
Au,gold,Au,####,100,####,79,####,11,6,d,8,solid,transition metal,2230.7259,[Xe] 4f14 5d10 6s1,http://en.wikipedia.org/wiki/Gold,1,0.0000763,-0.0000184,3.3856E-010,7.32E-010,4.30E-011,7.75E-010,9.87E-009,79,196.966552,0.166,0.15,0.179,2.54,558.221898,0,1;1;1,16.8819,18.5913,25.5582,5.86,12.0658,0.004611,0.086216,0.014826,0.363956
Au197,gold,Au,1.5,100,197,79,117,11,6,d,8,solid,transition metal,2230.7259,[Xe] 4f14 5d10 6s1,http://en.wikipedia.org/wiki/Gold,1,0.0000763,-0.0000184,3.3856E-010,7.32E-010,4.30E-011,7.75E-010,9.87E-009,79,196.966552,0.166,0.15,0.179,2.54,558.221898,0,1;1;1,16.8819,18.5913,25.5582,5.86,12.0658,0.004611,0.086216,0.014826,0.363956
Hg,mercury,Hg,####,100,####,80,####,12,6,d,8,liquid,transition metal,2523.7875,[Xe] 4f14 5d10 6s2,http://en.wikipedia.org/wiki/Mercury,1,0.00012692,7.25E-005,5.25625E-009,2.02E-009,6.60E-010,2.68E-009,3.72E-008,80,200.59,0.155,0.132,0.176,2,####,0,1;1;1,20.6809,19.0417,21.6575,5.9676,12.6089,0.00545,0.084484,0.015729,0.383246
Hg196,mercury,Hg,0,0.2,196,80,116,12,6,d,8,liquid,transition metal,2523.7875,[Xe] 4f14 5d10 6s2,http://en.wikipedia.org/wiki/Mercury,1,0.000303,0,0,1.15E-008,0,1.15E-008,0.000000308,80,195.965815,0.155,0.132,0.176,2,####,0,1;1;1,20.6809,19.0417,21.6575,5.9676,12.6089,0.00545,0.084484,0.015729,0.383246
Hg198,mercury,Hg,0,10.1,198,80,118,12,6,d,8,liquid,transition metal,2523.7875,[Xe] 4f14 5d10 6s2,http://en.wikipedia.org/wiki/Mercury,1,####,0,0,####,0,####,2.00E-010,80,197.966752,0.155,0.132,0.176,2,####,0,1;1;1,20.6809,19.0417,21.6575,5.9676,12.6089,0.00545,0.084484,0.015729,0.383246
Hg199,mercury,Hg,0,17,199,80,119,12,6,d,8,liquid,transition metal,2523.7875,[Xe] 4f14 5d10 6s2,http://en.wikipedia.org/wiki/Mercury,1,0.000169,0.000155,0.000000024,3.60E-009,0.000000003,6.60E-009,0.000000215,80,198.968262,0.155,0.132,0.176,2,####,0,1;1;1,20.6809,19.0417,21.6575,5.9676,12.6089,0.00545,0.084484,0.015729,0.383246
Hg200,mercury,Hg,0,23.1,200,80,120,12,6,d,8,liquid,transition metal,2523.7875,[Xe] 4f14 5d10 6s2,http://en.wikipedia.org/wiki/Mercury,1,####,0,0,####,0,####,0.000000006,80,199.968309,0.155,0.132,0.176,2,####,0,1;1;1,20.6809,19.0417,21.6575,5.9676,12.6089,0.00545,0.084484,0.015729,0.383246
Hg201,mercury,Hg,0.5,13.2,201,80,121,12,6,d,8,liquid,transition metal,2523.7875,[Xe] 4f14 5d10 6s2,http://en.wikipedia.org/wiki/Mercury,1,####,####,####,####,####,####,7.80E-010,80,200.970285,0.155,0.132,0.176,2,####,0,1;1;1,20.6809,19.0417,21.6575,5.9676,12.6089,0.00545,0.084484,0.015729,0.383246
Hg202,mercury,Hg,0,29.6,202,80,122,12,6,d,8,liquid,transition metal,2523.7875,[Xe] 4f14 5d10 6s2,http://en.wikipedia.org/wiki/Mercury,1,####,0,0,####,0,9.83E-010,4.89E-010,80,201.970626,0.155,0.132,0.176,2,####,0,1;1;1,20.6809,19.0417,21.6575,5.9676,12.6089,0.00545,0.084484,0.015729,0.383246
Hg204,mercury,Hg,0,6.8,204,80,124,12,6,d,8,liquid,transition metal,2523.7875,[Xe] 4f14 5d10 6s2,http://en.wikipedia.org/wiki/Mercury,1,####,0,0,####,0,####,4.30E-011,80,203.973476,0.155,0.132,0.176,2,####,0,1;1;1,20.6809,19.0417,21.6575,5.9676,12.6089,0.00545,0.084484,0.015729,0.383246
Tl,thallium,Tl,####,100,####,81,####,13,6,p,7,solid,post-transition metal,1476.96276,[Xe] 4f14 5d10 6s2 6p1,http://en.wikipedia.org/wiki/Thallium,1,0.00008776,1.29E-005,1.6641E-010,9.68E-010,2.10E-011,9.89E-010,3.43E-010,81,204.3833,0.196,0.145,0.208,2.04,91.1586,0,1;1;1,27.5446,19.1584,15.538,5.52593,13.1746,0.0065515,0.0870751,0.0196347,0.458149
Tl203,thallium,Tl,0.5,29.524,203,81,122,13,6,p,7,solid,post-transition metal,1476.96276,[Xe] 4f14 5d10 6s2 6p1,http://en.wikipedia.org/wiki/Thallium,1,0.0000699,0.0000106,1.1236E-010,6.14E-010,1.40E-011,6.28E-010,1.14E-009,81,202.972329,0.196,0.145,0.208,2.04,91.1586,0,1;1;1,27.5446,19.1584,15.538,5.52593,13.1746,0.0065515,0.0870751,0.0196347,0.458149
Tl205,thallium,Tl,0.5,70.476,205,81,124,13,6,p,7,solid,post-transition metal,1476.96276,[Xe] 4f14 5d10 6s2 6p1,http://en.wikipedia.org/wiki/Thallium,1,0.0000952,-0.00000242,5.8564E-012,1.14E-009,7.00E-013,1.14E-009,1.04E-011,81,204.974412,0.196,0.145,0.208,2.04,91.1586,0,1;1;1,27.5446,19.1584,15.538,5.52593,13.1746,0.0065515,0.0870751,0.0196347,0.458149
Pb,lead,Pb,####,100,####,82,####,14,6,p,7,solid,post-transition metal,1793.35806,[Xe] 4f14 5d10 6s2 6p2,http://en.wikipedia.org/wiki/Lead,1,0.00009405,1.55E-006,2.4025E-012,1.11E-009,3.00E-013,1.11E-009,1.71E-011,82,207.2,0.202,0.146,0.181,2.33,88.0152,0,1;1;1,31.0617,13.0637,18.442,5.9696,13.4118,0.006902,0.023576,0.08618,0.472579
Pb204,lead,Pb,0,1.4,204,82,122,14,6,p,7,solid,post-transition metal,1793.35806,[Xe] 4f14 5d10 6s2 6p2,http://en.wikipedia.org/wiki/Lead,1,0.000099,0,0,1.23E-009,0,1.23E-009,6.50E-011,82,203.973029,0.202,0.146,0.181,2.33,88.0152,0,1;1;1,31.0617,13.0637,18.442,5.9696,13.4118,0.006902,0.023576,0.08618,0.472579
Pb206,lead,Pb,0,24.1,206,82,124,14,6,p,7,solid,post-transition metal,1793.35806,[Xe] 4f14 5d10 6s2 6p2,http://en.wikipedia.org/wiki/Lead,1,0.0000922,0,0,1.07E-009,0,1.07E-009,3.00E-012,82,205.974449,0.202,0.146,0.181,2.33,88.0152,0,1;1;1,31.0617,13.0637,18.442,5.9696,13.4118,0.006902,0.023576,0.08618,0.472579
Pb207,lead,Pb,0.5,22.1,207,82,125,14,6,p,7,solid,post-transition metal,1793.35806,[Xe] 4f14 5d10 6s2 6p2,http://en.wikipedia.org/wiki/Lead,1,0.0000928,0.0000014,1.96E-012,1.08E-009,2.00E-013,1.08E-009,6.99E-011,82,206.975881,0.202,0.146,0.181,2.33,88.0152,0,1;1;1,31.0617,13.0637,18.442,5.9696,13.4118,0.006902,0.023576,0.08618,0.472579
Pb208,lead,Pb,0,52.4,208,82,126,14,6,p,7,solid,post-transition metal,1793.35806,[Xe] 4f14 5d10 6s2 6p2,http://en.wikipedia.org/wiki/Lead,1,0.000095,0,0,1.13E-009,0,1.13E-009,4.80E-014,82,207.976636,0.202,0.146,0.181,2.33,88.0152,0,1;1;1,31.0617,13.0637,18.442,5.9696,13.4118,0.006902,0.023576,0.08618,0.472579
Bi,bismuth,Bi,####,100,####,83,####,15,6,p,7,solid,post-transition metal,1761.6339,[Xe] 4f14 5d10 6s2 6p3,http://en.wikipedia.org/wiki/Bismuth,1,0.00008532,2.59E-006,6.7081E-012,9.15E-010,8.40E-013,9.16E-010,3.38E-012,83,208.980383,0.2,0.148,0.163,2.02,227.8633734,0,1;1;1,33.3689,12.951,16.5877,6.4692,13.5782,0.00704,0.029238,0.087937,0.480093
Bi209,bismuth,Bi,4.5,100,209,83,126,15,6,p,7,solid,post-transition metal,1761.6339,[Xe] 4f14 5d10 6s2 6p3,http://en.wikipedia.org/wiki/Bismuth,1,0.00008532,2.59E-006,6.7081E-012,9.15E-010,8.40E-013,9.16E-010,3.38E-012,83,208.980383,0.2,0.148,0.163,2.02,227.8633734,0,1;1;1,33.3689,12.951,16.5877,6.4692,13.5782,0.00704,0.029238,0.087937,0.480093
Po,polonium,Po,####,100,####,84,####,16,6,p,5,solid,metalloid,2034.5052,[Xe] 4f14 5d10 6s2 6p4,http://en.wikipedia.org/wiki/Polonium,1,####,0.00000259,6.7081E-012,0,####,####,####,84,209,0.2,0.14,0.153,2,459.42,0,1;1;1,34.6726,15.4733,13.1138,7.02588,13.677,0.00700999,0.0355078,0.0955642,0.470045
Po210,polonium,Po,####,####,210,84,126,16,6,p,5,solid,metalloid,2034.5052,[Xe] 4f14 5d10 6s2 6p4,http://en.wikipedia.org/wiki/Polonium,1,####,0.00000259,6.7081E-012,0,####,####,####,84,209,0.2,0.14,0.153,2,459.42,0,1;1;1,34.6726,15.4733,13.1138,7.02588,13.677,0.00700999,0.0355078,0.0955642,0.470045
At,astatine,At,####,100,####,85,####,17,6,p,6,solid,halogen,####,[Xe] 4f14 5d10 6s2 6p5,http://en.wikipedia.org/wiki/Astatine,1,####,####,####,0,####,####,####,85,210,0.2,0.121,0.143,2.2,677.04,0,1;1;1,35.3163,19.0211,9.49887,7.42518,13.7108,0.0068587,0.0397458,0.113824,0.454715
Rn,radon,Rn,####,100,####,86,####,18,6,p,2,gas,noble gas,2598.9873,[Xe] 4f14 5d10 6s2 6p6,http://en.wikipedia.org/wiki/Radon,1,####,####,####,0,####,1.26E-009,####,86,222,0.2,0.15,0.134,####,####,0,1;1;1,35.5631,21.2816,8.0037,7.4433,13.6905,0.006631,0.040691,0.140422,0.442473
Rn222,radon,Rn,####,####,222,86,136,18,6,p,2,gas,noble gas,2598.9873,[Xe] 4f14 5d10 6s2 6p6,http://en.wikipedia.org/wiki/Radon,1,####,####,####,0,####,1.26E-009,####,86,222,0.2,0.15,0.134,####,####,0,1;1;1,35.5631,21.2816,8.0037,7.4433,13.6905,0.006631,0.040691,0.140422,0.442473
Fr,francium,Fr,####,100,####,87,####,1,7,s,3,solid,alkali metal,984.77886,[Rn] 5f1,http://en.wikipedia.org/wiki/Francium,1,####,####,####,0,####,####,####,87,223,0.2,0.26,####,0.7,####,0,1;1;1,35.9299,23.0547,12.1439,2.11253,13.7247,0.00646453,0.0417619,0.231052,1.50645
Ra,radium,Ra,####,100,####,88,####,2,7,s,4,solid,alkaline earth metal,1276.31712,[Rn] 5f2,http://en.wikipedia.org/wiki/Radium,1,0.0001,0,0,1.30E-009,0,1.30E-009,1.28E-009,88,226,0.2,0.221,####,0.9,####,0,1;1;1,35.763,22.9064,12.4739,3.21097,13.6211,0.00616341,0.0387135,0.199887,1.42325
Ra226,radium,Ra,0,####,226,88,138,2,7,s,4,solid,alkaline earth metal,1276.31712,[Rn] 5f2,http://en.wikipedia.org/wiki/Radium,1,0.0001,0,0,1.30E-009,0,1.30E-009,1.28E-009,88,226,0.2,0.221,####,0.9,####,0,1;1;1,35.763,22.9064,12.4739,3.21097,13.6211,0.00616341,0.0387135,0.199887,1.42325
Ac,actinium,Ac,####,100,####,89,####,3,7,f,10,solid,actinoid,1250.106,[Rn] 5f3,http://en.wikipedia.org/wiki/Actinium,1,####,####,####,0,####,####,####,89,227,0.2,0.215,####,1.1,####,0,1;1;1,35.6597,23.1032,12.5977,4.08655,13.5266,0.00589092,0.0365155,0.18599,1.1702
Th,thorium,Th,####,100,####,90,####,3,7,f,10,solid,actinoid,1524.96006,[Rn] 5f4,http://en.wikipedia.org/wiki/Thorium,1,0.0001031,0,0,1.34E-009,0,1.34E-009,7.37E-010,90,232.0381,0.2,0.206,####,1.3,####,0,1;1;1,35.5645,23.4219,12.7473,4.80703,13.4314,0.00563359,0.0346204,0.178309,0.991722
Th232,thorium,Th,0,100,232,90,142,3,7,f,10,solid,actinoid,1524.96006,[Rn] 5f4,http://en.wikipedia.org/wiki/Thorium,1,0.0001031,0,0,1.34E-009,0,1.34E-009,7.37E-010,90,232.0381,0.2,0.206,####,1.3,####,0,1;1;1,35.5645,23.4219,12.7473,4.80703,13.4314,0.00563359,0.0346204,0.178309,0.991722
Pa,protactinium,Pa,####,100,####,91,####,3,7,f,10,solid,actinoid,1424.202,[Rn] 5f5,http://en.wikipedia.org/wiki/Protactinium,1,0.000091,8.92E-006,7.95664E-011,1.04E-009,1.00E-011,1.05E-009,2.01E-008,91,231.0359,0.2,0.2,####,1.5,####,0,1;1;1,35.8847,23.2948,14.1891,4.17287,13.4287,0.00547751,0.0341519,0.169235,1.05251
Pa231,protactinium,Pa,1.5,####,231,91,140,3,7,f,10,solid,actinoid,1424.202,[Rn] 5f5,http://en.wikipedia.org/wiki/Protactinium,1,0.000091,8.92E-006,7.95664E-011,1.04E-009,1.00E-011,1.05E-009,2.01E-008,91,231.0359,0.2,0.2,####,1.5,####,0,1;1;1,35.8847,23.2948,14.1891,4.17287,13.4287,0.00547751,0.0341519,0.169235,1.05251
